"url","title","original_format","online_formats","subjects","date","description","contributors","locations","partof","access_restricted","id","image_url","thumb_url","resource_count","resource_url","filename"
"https://www.loc.gov/item/2017564009/","Saw û (two-string fiddle)","3d object","image","specimens;sō̜ ū","","Musical instruments from Thailand. Title devised by cataloger. The material described in this catalog record is located in the Music Division, Library of Congress. Gift; King Bhumipol of Thailand during a visit to the Library of Congress on June 29, 1960; 19600629.","","","music division;catalog;musical instruments at the library of congress","false","2017564009","https://tile.loc.gov/image-services/iiif/public:music:musihas-200222424:musihas-200222424.0001/full/pct:100.0/0/default.jpg#h=2292&w=5364","https://tile.loc.gov/image-services/iiif/public:music:musihas-200222424:musihas-200222424.0001/full/pct:12.5/0/default.jpg","6","https://tile.loc.gov/image-services/iiif/public:music:musihas-200222424:musihas-200222424.0001/full/pct:100.0/0/default.jpg#h=2292&w=5364","2017564009-0.jpg"
"https://www.loc.gov/item/2017564010/","Khlui phiang aw (medium-sized bamboo flute with red-gold brocade cover)","3d object","image","specimens;khlui","","Musical instrument from Thailand. Title devised by cataloger. The material described in this catalog record is located in the Music Division, Library of Congress. Gift; King Bhumipol of Thailand during a visit to the Library of Congress on June 29, 1960; 19600629.","","","music division;catalog;musical instruments at the library of congress","false","2017564010","https://tile.loc.gov/image-services/iiif/public:music:musihas-200222419:musihas-200222419.0001/full/pct:100.0/0/default.jpg#h=3840&w=5760","https://tile.loc.gov/image-services/iiif/public:music:musihas-200222419:musihas-200222419.0001/full/pct:12.5/0/default.jpg","2","https://tile.loc.gov/image-services/iiif/public:music:musihas-200222419:musihas-200222419.0001/full/pct:100.0/0/default.jpg#h=3840&w=5760","2017564010-0.jpg"
"https://www.loc.gov/item/2017564011/","Pair of ching (hand cymbals)","3d object","image","ching (cymbals);specimens","","Musical instrument from Thailand. Title devised by cataloger. The material described in this catalog record is located in the Music Division, Library of Congress. Gift; King Bhumipol of Thailand during a visit to the Library of Congress on June 29, 1960; 19600629.","","","music division;catalog;musical instruments at the library of congress","false","2017564011","https://tile.loc.gov/image-services/iiif/public:music:musihas-200222415:musihas-200222415.0001/full/pct:100.0/0/default.jpg#h=487&w=654","https://tile.loc.gov/image-services/iiif/public:music:musihas-200222415:musihas-200222415.0001/full/pct:100.0/0/default.jpg","2","https://tile.loc.gov/image-services/iiif/public:music:musihas-200222415:musihas-200222415.0001/full/pct:100.0/0/default.jpg#h=487&w=654","2017564011-0.jpg"
"https://www.loc.gov/item/2021570050/","Čhakhē (three-string zither)","3d object","image","čhakh;specimens","","Musical instrument from Thailand. Title devised by cataloger. The material described in this catalog record is located in the Music Division, Library of Congress. Gift; King Bhumipol of Thailand during a visit to the Library of Congress on June 29, 1960; 19600629.","","","music division;catalog;musical instruments at the library of congress","false","2021570050","https://tile.loc.gov/image-services/iiif/public:music:musihas-200222420:musihas-200222420.0001/full/pct:100.0/0/default.jpg#h=576&w=1520","https://tile.loc.gov/image-services/iiif/public:music:musihas-200222420:musihas-200222420.0001/full/pct:50.0/0/default.jpg","2","https://tile.loc.gov/image-services/iiif/public:music:musihas-200222420:musihas-200222420.0001/full/pct:100.0/0/default.jpg#h=576&w=1520","2021570050-0.jpg"
"https://www.loc.gov/item/2021570051/","Sō̜ dūang (two-string fiddle)","3d object","image","sō̜ dūang;specimens","","Musical instruments from Thailand. Title devised by cataloger. The material described in this catalog record is located in the Music Division, Library of Congress. Gift; King Bhumipol of Thailand during a visit to the Library of Congress on June 29, 1960; 19600629.","","","music division;catalog;musical instruments at the library of congress","false","2021570051","https://tile.loc.gov/image-services/iiif/public:music:musihas-200222421:musihas-200222421.0001/full/pct:100.0/0/default.jpg#h=3840&w=5760","https://tile.loc.gov/image-services/iiif/public:music:musihas-200222421:musihas-200222421.0001/full/pct:12.5/0/default.jpg","2","https://tile.loc.gov/image-services/iiif/public:music:musihas-200222421:musihas-200222421.0001/full/pct:100.0/0/default.jpg#h=3840&w=5760","2021570051-0.jpg"
"https://www.loc.gov/item/2021570052/","Khlui lip (small bamboo flute with red-gold brocade cover)","3d object","image","specimens;khlui","","Musical instrument from Thailand. Title devised by cataloger. The material described in this catalog record is located in the Music Division, Library of Congress. Gift; King Bhumipol of Thailand during a visit to the Library of Congress on June 29, 1960; 19600629.","","","music division;catalog;musical instruments at the library of congress","false","2021570052","https://tile.loc.gov/image-services/iiif/public:music:musihas-200222418:musihas-200222418.0001/full/pct:100.0/0/default.jpg#h=3324&w=5068","https://tile.loc.gov/image-services/iiif/public:music:musihas-200222418:musihas-200222418.0001/full/pct:12.5/0/default.jpg","2","https://tile.loc.gov/image-services/iiif/public:music:musihas-200222418:musihas-200222418.0001/full/pct:100.0/0/default.jpg#h=3324&w=5068","2021570052-0.jpg"
"https://www.loc.gov/item/dcmflute.0001/","DCM 0001:   Edward Hopkins, Jr. / Fife (Fragment)","3d object","image","physical objects","1860","Physical Objects.   nonprojected graphic |   1 sound disc : analog ; 12 in.  |   DCM ledger: ""Army Fife...formerly had a lead mouthpiece fitted on; the blow-pipe has been cut away, leaving the lead ring around body. Also had a silver ferrule with inscription, now lost. This fife was used in a Fife and Drum Corps in the war of 1861 by ? and by my father C.W.D. Miller in the 'Squirrel Hunters.' This fife was in the 'Shaker' basket of babyhood playthings, the earliest of my remembrances. It was then whole. But is was 'banged around' on the floor baby-fashion, and was used, as I grew, as a general stick and plaything, and was broken in my childhood. It was broken before I really began to play music. The first tunes were learned on a later tin fife. Among my childhood playthings were also an old boxwood clarinet with flat brass keys, ivory rings, and a violin, which had belonged to my grandfather Miller. These disappeared in boy-hood days. With the fife, clarinet, and violin, from baby-hood on, I became familiar with three distinct types of instruments. I made trials upon all, and used them for boyhood 'circus parades', etc.""   Instrument type: Fife (Fragment)   Medium: Cocus, nickel silver end ferrule, pewter mouthpiece (portion).;  38.65 cm.   Mark Maximum: HOPKINS / TROY   Condition: Lower half cracked away and missing at 2nd fingerhole; remaining portion cracked in 5 places. For added mouthpiece condition, see DCM comment in Notes.   Nonprojected Graphic (Form).   Photonegative (Form).","edward hopkins, jr","troy;new york","american memory;music division;musical instruments at the library of congress;performing arts encyclopedia","false","dcmflute.0001","https://tile.loc.gov/image-services/iiif/service:music_tiles:dcmflute:0000_00:0000000001:0001f1u/full/pct:50.0/0/default.jpg#h=2520&w=541","https://tile.loc.gov/image-services/iiif/service:music_tiles:dcmflute:0000_00:0000000001:0001f1u/full/pct:12.5/0/default.jpg","1","https://tile.loc.gov/image-services/iiif/service:music_tiles:dcmflute:0000_00:0000000001:0001f1u/full/pct:50.0/0/default.jpg#h=2520&w=541","dcmflute.0001-0.jpg"
"https://www.loc.gov/item/dcmflute.0002/","DCM 0002:   Anonymous / Piccolo in C","3d object","image","physical objects","","Physical Objects.   nonprojected graphic |   1 sound disc : analog ; 12 in.  |   DCM ledger: ""This piccolo was used by D.C.M. in the 'Schubert Orchestra' (Chamberlains, Berea), from 1880 to 1886. In concerts, etc. Purchased for H.P. [high pitch], seems to be D-flat L.P. [low pitch].""   Instrument type: Piccolo in C   Medium: Cocus, ivory head joint with metal tuning slide, nickel silver cap, keys and ferrules.;  29.8 cm.   Key Holes System: 6 keys, post and rod, modern style key cups.   Mark Maximum: NACH / H. F. MEYER / HANNOVER   Mark Additional: Mark on barrel.   Condition: Head joint, both sections, cracked. Upper and lower ferrules missing.   Case: Original or period case.   Provenance: S. W. Perry & Co., Berea, Ohio, 1880(?), from C. Bruno & Son, New York.   Nonprojected Graphic (Form).   Photonegative (Form).","anonymous","","american memory;music division;musical instruments at the library of congress;performing arts encyclopedia","false","dcmflute.0002","https://tile.loc.gov/image-services/iiif/service:music_tiles:dcmflute:0000_00:0000000002:0002f1u/full/pct:50.0/0/default.jpg#h=1920&w=579","https://tile.loc.gov/image-services/iiif/service:music_tiles:dcmflute:0000_00:0000000002:0002f1u/full/pct:12.5/0/default.jpg","1","https://tile.loc.gov/image-services/iiif/service:music_tiles:dcmflute:0000_00:0000000002:0002f1u/full/pct:50.0/0/default.jpg#h=1920&w=579","dcmflute.0002-0.jpg"
"https://www.loc.gov/item/dcmflute.0004/","DCM 0004:   Rudall Carte & Co. / Flute in C","3d object","image","physical objects","1896","Physical Objects.   nonprojected graphic |   1 sound disc : analog ; 12 in.  |   Flute made to order for DCM.   Instrument type: Flute in C   Medium: Ebonite, silver keys and ferrules, metal-lined sockets.;  67.9 cm., 76.5 cm.   Key Holes System: Boehm system, Rockstro's model, open G#, post and rod. G-natural trill for RH 1st finger added by DCM.   Mark Maximum: [crown] / RUDALL / CARTE & Cº / 23 BERNERS STREET / OXFORD STREET / LONDON / 2777 / ROCKSTRO'S / MODEL   Mark Additional: Mark on upper body. Mark on head and foot: [crown] / RUDALL / CARTE & Cº. /  LONDON   Condition: G key lever for left little finger is unsoldered.   Case: Original case.   Provenance: Rudall, Carte & Co., London, 21 Aug. 1896.   Nonprojected Graphic (Form).   Photonegative (Form).","rudall carte & co","london","american memory;music division;musical instruments at the library of congress;performing arts encyclopedia","false","dcmflute.0004","https://tile.loc.gov/image-services/iiif/service:music_tiles:dcmflute:0000_00:0000000004:0004f1u/full/pct:50.0/0/default.jpg#h=3308&w=881","https://tile.loc.gov/image-services/iiif/service:music_tiles:dcmflute:0000_00:0000000004:0004f1u/full/pct:12.5/0/default.jpg","1","https://tile.loc.gov/image-services/iiif/service:music_tiles:dcmflute:0000_00:0000000004:0004f1u/full/pct:50.0/0/default.jpg#h=3308&w=881","dcmflute.0004-0.jpg"
"https://www.loc.gov/item/dcmflute.0005/","DCM 0005:   Rudall Carte & Co. / Flute in C","3d object","image","physical objects","1898","Physical Objects.   nonprojected graphic |   1 sound disc : analog ; 12 in.  |   Flute made to order for DCM.   Instrument type: Flute in C   Medium: Silver.;  70.35 cm.   Key Holes System: Boehm system, Rockstro F#, with Rockstro additions by DCM, open G#, post and rod.   Mark Maximum: Rudall Carte & Cº/ 23 Berners Street, / Oxford Street, / London. / Rockstro's Model. // 3015 (cursive)   Mark Additional: Mark on barrel.   Case: Original case, with wood cork grease container and 2 silver covers/caps.   Provenance: Rudall, Carte & Co., London, 5 Mar. 1899.   Nonprojected Graphic (Form).   Photonegative (Form).","rudall carte & co","london","american memory;music division;musical instruments at the library of congress;performing arts encyclopedia","false","dcmflute.0005","https://tile.loc.gov/image-services/iiif/service:music_tiles:dcmflute:0000_00:0000000005:0005f1u/full/pct:50.0/0/default.jpg#h=3488&w=496","https://tile.loc.gov/image-services/iiif/service:music_tiles:dcmflute:0000_00:0000000005:0005f1u/full/pct:12.5/0/default.jpg","1","https://tile.loc.gov/image-services/iiif/service:music_tiles:dcmflute:0000_00:0000000005:0005f1u/full/pct:50.0/0/default.jpg#h=3488&w=496","dcmflute.0005-0.jpg"
